paper_id,title,preprint_date,question,question_type
1816029,Natural orbitals for many-body expansion methods,2020-09-10,"What specific computational basis has recently shown significant improvement in many-body applications for the nuclear many-body problem, leading to faster model-space convergence and lower sensitivity to basis set parameters in large-scale no-core shell model diagonalizations?",factual
2846631,Clusterization in nuclear states at the edge of stability,2024-11-07,What is the name of the mechanism where open quantum system eigenstates mimic the clustering properties of low-energy decay channels?,factual
2103896,Sub-barrier fusion hindrance and absence of neutron transfer channels,2022-06-30,How can the sub-barrier fusion hindrance observed at low energies be estimated using the provided formula?,factual
2058331,Extraction of $B_s\to D_s^{(*)}$ form factors from $N_f$=2 lattice QCD,2021-10-19,What are the zero-recoil values for the form factors $G_{B_s 	o D_s}$ and $h_{B_s 	o D_s^*}$ obtained in this two-flavor lattice QCD study?,factual
2836640,The Non-perturbative term of the Pseudovector Interaction in the Pion-Nucleon System and the Pion Form Factor,2024-10-02,What is calculated using the field theoretical method of the pion-nucleon system in the context of the non-perturbative term of the pseudovector interaction?,factual
2703271,Regime of applicability of Israel-Stewart hydrodynamics,2023-09-26,"According to the abstract, what is the ranking of microscopic derivations of Israel-Stewart hydrodynamics in decreasing order of accuracy, and how does the inverse Reynolds dominance (IReD) theory compare to Navier-Stokes in both asymptotic and transient regimes?",summary
2649579,Constraining beyond the standard model nucleon isovector charges,2023-04-06,"What are the final estimates for the nucleon isovector charges $g_T$, $g_A$, and $g_S$ with their statistical and systematic uncertainties, as calculated using lattice QCD methods by the QCDSF/UKQCD/CSSM Collaboration?",factual
2122290,Study of the Roberge-Weiss phase caused by external uniform classical electric field using lattice QCD approach,2022-07-24,"In the context of a uniform classical electric field studied via lattice QCD, how do the chiral condensation and the absolute value of the Polyakov loop behave at high temperatures?",factual
2103923,"Equation of state of neutron-rich matter in <math display=""inline"" id=""d1e1940"" altimg=""si1082.svg""><mi>d</mi></math>-dimensions",2022-06-30,What analytical expressions are derived for symmetric nucleonic matter (SNM) in general $d$ spatial dimensions according to the generalized Hugenholtz–Van Hove (HVH) theorem?,factual
1806671,The glueball spectrum of SU(3) gauge theory in 3 + 1 dimensions,2020-07-13,What is the energy scale used to extrapolate the glueball spectrum results to the continuum limit in the SU(3) gauge theory calculation?,factual
2043456,Analysis of the Peierls-Yoccoz rotational energy of nuclei with a semi-realistic interaction,2022-03-02,"How does the semi-realistic effective Hamiltonian M3Y-P6, when used with angular-momentum projection on axial Hartree-Fock solutions, allow for the analysis of the Peierls-Yoccoz rotational energy in nuclei, and what are the general trends observed regarding the contributions of different terms within this Hamiltonian to the total rotational energy across various nuclides and deformations?",summary
2759728,Correlation equalities and some upper bounds for the coupling constant implying area decay of Wilson loop for Z $_{3}$ lattice gauge theories,2024-02-19,What kind of variables decorate the plaquettes in the Z3 lattice gauge theory discussed in the abstract?,factual
2676260,Impact of the <math><mmultiscripts><mi>Li</mi><mprescripts/><none/><mn>6</mn></mmultiscripts></math> asymptotic normalization constant onto <math><mi>α</mi></math>-induced reactions of astrophysical interest,2023-07-11,How does a first-principle calculation of the <math><mmultiscripts><mi>Li</mi><mprescripts/><none/><mn>6</mn></mmultiscripts></math> asymptotic normalization constant affect the cross section of the <math><mrow><mmultiscripts><mi mathvariant=,factual
2618620,Equation of state and speed of sound of isospin-asymmetric QCD on the lattice,2022-12-28,What specific lattice quark masses and number of flavors were used in the simulations described in the abstract?,factual
1838981,Self-consistent conversion of a one-component bulk viscous fluid to particles,2020-12-31,What kinetic theory approach is used in this work to derive self-consistent bulk viscous corrections for a one-component system with isotropic $2	o 2$ interactions?,factual
2619223,Approaching the Continuum Limit of the Deconfinement Critical Point for $N_f=2$ Staggered Fermions,2022-12-29,"What numerical approach is used to determine the $Z(2)$-critical quark mass for $N_f=2$ staggered fermions on $N_\tau=8, 10$ lattices, and what quantity is fitted to obtain the results?",factual
2705142,Isoscalar giant monopole resonance in Mo-100: TDHF calculations and ground state deformation,2023-09-28,"What nuclear structure calculation method was used to reproduce the gross features of the isoscalar giant monopole resonance in Mo-100, and what type of ground state deformation was suggested by the results?",factual
2891195,Nuclear α-cluster structures from valence-space microscopic cluster model,2025-02-19,What is the valence-space microscopic cluster model (VS-MCM) and how does it address the challenges of studying alpha-cluster structures in heavy nuclei?,conceptual
2760746,Properties of H particle-admixed compact star,2024-02-22,"According to the abstract, what is the mass of the flavor-singlet H particle with $J^P=0^+$ as computed using the Chromomagnetic Interaction framework, and how does it compare to the $d^*(2380)$?",factual
2679272,Stability of multicomponent Israel-Stewart-Maxwell theory for charge diffusion,2023-07-21,"What thermodynamic equilibria does the stability analysis for multicomponent Israel-Stewart hydrodynamics cover, according to the abstract?",factual
1808987,Speed of sound constraints from tidal deformability of neutron stars,2020-07-27,How does the work suggest relating the measured tidal deformability of binary neutron stars to the maximum neutron star mass and the upper bound on the speed of sound?,factual
1879410,Memory efficient finite volume schemes with twisted boundary conditions,2021-07-08,What is the value of $\Lambda_{\overline{\mathrm{MS}}}\sqrt{8 t_0}$ obtained for the SU(3) pure gauge theory using the proposed finite volume renormalization scheme?,factual
2512926,Localisation of Dirac eigenmodes and confinement in gauge theories: the Roberge-Weiss transition,2022-11-21,What is the observed behavior of low-lying Dirac eigenmodes relative to the deconfinement transition in QCD at imaginary chemical potential $\mu_I/T = \pi$ and temperatures above the Roberge-Weiss transition temperature?,factual
2006874,Microscopic Theory of Nuclear Fission,2022-01-07,"According to the abstract, what makes nuclear fission a definitive test for microscopic theories of nuclear structure and reactions?",factual
3068433,Cluster and Halo Structures of Light Nuclei within the NUCLEI-PACK Framework,2025-10-12,What is the observed correlation between the fitted geometric offset parameter $Δ$ and the nucleon separation energy for halo systems in the NUCLEI-PACK framework?,factual
2605160,Performance Optimization of Baryon-block Construction in the Stochastic LapH Method,2022-11-29,"What specific kernel in the stochastic LapH method is computationally expensive and has undergone optimization, resulting in a 7.2x speedup on Intel® Xeon® Platinum 8358 processors?",factual
1815620,The Origin of the Giant Dipole Resonance,2020-09-07,"According to the abstract, what is the harmonic oscillator energy \(\h\omega\) for heavy nuclei and what is a better fit covering the entire mass range?",factual
1867459,Bayesian-Wilson coefficients in lattice QCD computations of valence PDFs and GPDs,2021-06-07,What is the first step in the proposed analysis method for lattice QCD determinations of valence parton distribution functions (PDFs) using the operator product expansion?,factual
3089269,Thermodynamic and Transport properties of hot asymmetric nuclear matter within a chiral SU(3) model,2025-12-04,"How do the shear viscosity ($\eta$) and thermal conductivity ($\kappa$) of hot nuclear matter, as calculated by the chiral SU(3) model, compare to those of a free nucleon gas?",factual
2803191,QCD with background electromagnetic fields on the lattice: A review,2024-06-28,What fundamental aspects of magnetized quark matter have been investigated using lattice QCD simulations according to the review?,summary
2697653,Shell-model study for allowed and forbidden <math><msup><mi>β</mi><mo>−</mo></msup></math> decay properties in the mass region “south” of <math><mmultiscripts><mi>Pb</mi><mprescripts/><none/><mn>208</mn></mmultiscripts></math>,2023-09-14,"What $\beta$-decay properties, such as $\log ft$, average shape factor values, half-lives, and partial decay rates, were calculated for neutron-rich nuclei in the south region of $^{208}$Pb using recent effective interaction for this region?",factual
